contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-01,28,88.25,82.2,79.82,84.58,Wait
Q3_26,2026-06-01,28,88.25,84.32,81.14,87.5,Wait
Q3_26,2026-06-01,28,88.25,85.23,81.25,89.2,Wait
Q4_26,2026-06-01,30,91.2,82.08,79.62,84.54,Wait
Q4_26,2026-06-01,60,91.2,83.65,80.37,86.93,Wait
Q4_26,2026-06-01,90,91.2,85.39,81.29,89.5,Wait
Q1_27,2026-06-01,30,74.45,67.01,64.99,69.02,Wait
Q1_27,2026-06-01,60,74.45,65.52,62.84,68.2,Wait
Q1_27,2026-06-01,90,74.45,66.64,63.29,69.99,Wait
Q2_27,2026-06-01,30,41.5,44.61,43.49,45.73,Potential Opportunity
Q2_27,2026-06-01,60,41.5,43.52,42.03,45.01,Potential Opportunity
Q2_27,2026-06-01,90,41.5,43.05,41.19,44.92,Potential Opportunity
YR27,2026-06-01,30,60.7,54.63,52.99,56.27,Wait
YR27,2026-06-01,60,60.7,53.42,51.23,55.6,Wait
YR27,2026-06-01,90,60.7,51.59,48.86,54.33,Wait
YR28,2026-06-01,30,56.5,50.85,49.32,52.38,Wait
YR28,2026-06-01,60,56.5,49.72,47.69,51.75,Wait
YR28,2026-06-01,90,56.5,48.02,45.48,50.57,Wait
